OBJECTID,Postleitzahl,note,Einwohner:Innen,Gebietgröße in km²,Shape__Area,Shape__Length
3068,29473,29473 Göhrde,646,93.651077,259630626.670898,90550.8793266513
3069,45143,45143 Essen,20250,4.285448,11026690.7563477,19583.8117966227
3070,45276,45276 Essen,17204,3.087187,7939384.46240234,17565.5887489674
3071,45279,45279 Essen,25547,7.92263,20370343.3056641,23163.9728944637
3072,45327,45327 Essen,24572,5.655996,14576740.296875,22274.1849767
3073,45139,45139 Essen,13816,3.355524,8633829.33056641,16500.0073056439
3074,45144,45144 Essen,15837,1.748816,4497981.04980469,12445.9223291329
3075,45145,45145 Essen,16342,2.0684,5318902.16210938,14681.5242232148
3076,45128,45128 Essen,11535,1.731574,4452550.97607422,13856.7913810393
3077,45138,45138 Essen,17603,2.824731,7264425.11523438,15025.2194274289
3078,45355,45355 Essen,26981,4.833566,12443016.7016602,20243.3503294808
3079,45130,45130 Essen,15410,1.342144,3449951.91601563,10803.8438577725
3080,45357,45357 Essen,19883,5.220622,13446901.6347656,22556.2652153743
3081,22880,22880 Wedel,31266,32.512531,92164909.9682617,47372.5770693658
3082,46238,46238 Bottrop,25729,11.728817,30258010.6113281,30370.7715096079
3083,46236,46236 Bottrop,23552,4.883012,12598921.09375,15927.8752457787
3084,45136,45136 Essen,14793,3.818492,9815046.99072266,18411.6223975954
3085,45149,45149 Essen,17306,7.814723,20071571.140625,25954.6548394857
3086,46242,46242 Bottrop,22530,10.471619,27014866.359375,37153.1967507383
3087,45470,45470 Mülheim an der Ruhr,18616,18.607032,47762882.2348633,41208.4755116123
3088,92637,"92637 Weiden in der OPf., Theisseil",42982,92.121631,219635886.755371,138112.564887014
3089,45481,45481 Mülheim an der Ruhr,23096,26.834981,68812105.8647461,44645.9660473697
3090,45479,45479 Mülheim an der Ruhr,14028,9.28253,23828297.5947266,34577.3895419978
3091,45289,45289 Essen,9512,6.34326,16293338.6347656,18655.8603662883
3092,45239,45239 Essen,20123,23.655452,60656948.6884766,40279.1418737019
3093,45259,45259 Essen,12723,6.868703,17631583.9072266,17332.3645021456
3094,45257,45257 Essen,13259,14.62849,37517989.3496094,38814.723321523
3095,45472,45472 Mülheim an der Ruhr,20844,8.209691,21101046.0854492,24286.3698377313
3096,44791,44791 Bochum,15551,7.657772,19731160.0742188,28710.9750849566
3097,45473,45473 Mülheim an der Ruhr,17661,5.212471,13401124.059082,19282.7104295056
3098,44809,44809 Bochum,20015,5.685094,14653940.9848633,25684.0644515677
3099,44805,44805 Bochum,27635,12.794616,32998994.1665039,31709.0717218501
3100,44807,44807 Bochum,15739,7.810739,20141878.5454102,32380.5602083436
3101,44879,44879 Bochum,27063,9.435642,24247500.6191406,26647.1776924904
3102,90607,90607 Rückersdorf,4444,8.69795,20608686.2446289,29418.4148021027
3103,50997,50997 Köln,20728,25.634132,64282518.3144531,42480.7799709768
3104,50968,50968 Köln,24413,6.486044,16290845.734375,21935.3810114779
3105,45899,45899 Gelsenkirchen,26846,7.738485,19978801.0351563,28779.5998095974
3106,45525,45525 Hattingen,19209,6.239731,16011286.2939453,21117.4358980358
3107,45897,45897 Gelsenkirchen,20107,9.078502,23459784.5512695,36813.2816551383
3108,58456,58456 Witten,12949,22.294974,57222997.5927734,40134.3071301148
